tarih,puan,yorum
2022-01-31,3,"Objektif yorum yazacağım ben de birçok olumlu yorum gördüm de aldım.
Arkadaşlar 1080p görüntü desteklemiyor ama 720p sorun yok, tablet oldukça yavaş hem arayüz sistem olarak hem de wifi bağlantısı ile internette dolanırken yavaş donanımsal wifi bağlantısı yeteri kadar iyi değil.  Ekran çözünürlüğü fena değil. Herhangi bir oyun kurmadım ama birçok oyunu sistemsel olarak destekliyor olsa da kullanışlı olarak oynayamazsınız. Tasarım güzel ses kalitesi güzel kamerası da tablet kamerası için fena sayılmaz. Wifisi güçlü değil modemle araya duvar girince wifi gücü düşüyor dibinde olsa da tarayıcıda gezinirken yine de yavaş oluyor şöyle örnek vereyim hız testi yaparken doğru hız ölçümü yapıyor ama akıcı açmıyor sayfaları. Şarjı ekranına göre iyi gidiyor, şarj olurken adaptörü düşük amper olduğu için dolması uzun sürebilir ama batarya ömrü için gerekli amperde ve hızda doluyor. Şuan ki piyasaya göre maalesef bu fiyatlara alınabilecek android tabletler arasında iyi denilebiledek gibi."
2022-05-11,5,Çocuklar için yeterli hafıza iyi bir sürü oyun yüklediler hiç sorun yok  şeffaf kılıf ve ekran koruyucu ile geliyor daha ne olsun satıcıya ve Hepsiburada ya da çok teşekkürler
2022-03-24,5,Oğlum kullanıyor ve gerçekten memnun kaldık. Üst düzey değil ama fiyatının hakkını veriyor. Paketten çıkan silikon kılıf kaliteli. Ekran koruyucusu da göndermişler. Ben beğendim. Tavsiye ederim.
2021-12-03,5,"Fiyatı ve performansı çok iyi bir ürün, şarj problemi yok, hafızası çok iyi, kullanırken hiç yavaslamiyir, kasmıyor.Kesinlikle tavsiye edilecek bir ürün."
2022-01-28,5,Ürün harika beklentimin üstünde kalitede kutu içinde silikon kilif ve ekran koruyucu da mevcut tavsiye edilir bir ürün kızıma karne hediyesi olarak aldım teşekkürler hepsi burada
2020-04-18,5,"Ürünü Neden Aldığınızın Bilincinde Olun, Bu Ürün Bir Performans Ürünü Değil, Sosyal Medya, Mail, Office Uygulamaları, Ufak Çapta Oyunlara Rahatlıkla Cevap Verebilen Bir Ürün Benim Beklentilerimi Fazlasıyla Karşıladı.
Çocuğuna Tablet Almak İçin Uygun Fiyat Tek Kriteri Olup Alıncada Beğenmeyerek Bilinçsizce Yorum Yapanlar Sıkıntıyı Tablette Değil Kriterlerinde Arasınlar Dediğim Gibi Ne İstediğini Bilenler İçin Gerçekten Tavsiye Ederim."
2020-05-16,5,Fiyat performans canavarı bence bu fiyata ips ekran hemde her açıdan netlik çok hoşuma gitti bundan önce oğluma concord marka neydiyi belirsiz bir tablet aldım pişman oldum sözde oda ips ekrandı ama beş para etmezdi bu 3.5 yaşında oğlum için eğitici oyunları rahatlıkla kaldırıyor şarjıda gayet iyi ve yüz tanıma bile var
2020-04-01,5,"Fiyatına göre çok çok iyi, kargo ve teslimat çok hızlı, kılıf ve ekran koruyucu sürpriz oldu, teşekkürler"
2021-08-05,4,"öncelikle ürün çok şık, kibar bir çocuğunuz var ise tam uygun zaten 10 ve üzeri yorar. hız olarak güzel ve sadece oyunlar ve youtube izlemek için yeterli ancak go versiyonu olduğu için youtube de her video geçişlerinde sizden onay istiyor alışınca sorun olacağını sanmıyorum ama bu yüzden puan kırdım. ayrıca içinden koruyucu kılıf ve ekran koruyucu çıkması harika. kime ne almak istiyorsanız ona göre ürün alın bu benim kızıma yeter çok fazla tablet telefon kullanıyor ve ne yazık ki evde 2 tablet sorunlu 1 tablet yarım ve pahalılardı ama bunda bu fiyat göze batmaz. şimdi kime ne almayı hesaplayın derken büyük kızıma tabi gelişmiş ve büyük olanı aldım bu yüzden kesinlikle berbat alınmaz gibi yorumlar yapmayın derim. kargo hızlıydı pazar gecesi sipariş verdim pazartesi kargolandı salı elimdeydi. ancak kargolama iyi değildi diğer tabledi başka firmadan aldım ve kutuya koymuşlar tedbir alıp yollamışlardı ancak bu firma sadece tablet kutusunu kargo poşeti ile yollamışlar geldiğinde zaten çok sıcaktı ki ekran koruyucusunu açamadım sadece paketleme iyi olsa iyi ürün şansa sorunsuz geldi zaten."
2020-11-09,4,Üniversite öğrencisiyim Online eğitim için aldım günümüzde herkesin laptop alma gücü yok. Bu ürün de gayet işimi gördü Teams uygulamasını gayet güzel açıyor ilk açtığımda 1-2 gün kasma yaptı ama sonradan kendini topladı. Kötü bir yanı yok sadece hafızası çabuk dolacak gibi 1 puanı ondan kırdım. YouTube yok yorumlarını görüp de sakın korkmayın YouTube go yüklü ve gayet YouTube gibi çalışıyor sıkıntı yok güvenerek alabilirsiniz
2021-05-29,4,2.5 yaşında oğlum için 5 ay önce aldım şuan benim aldığım fiyattan daha ucuz küçük çocuklar için yeterli performans çizgi film izleyecek eğitici oyunlar oynayacak daha pahalısına gerek yok şimdiye kadar bir problem olmadı
2020-01-25,3,Benim için önemli olan 16GB hafıza ile fiyatı idi. Kılıf ve ekran koruması ile gelmesi de iyi. Ama kamerası çok kötü 2MP. 1GB RAM de idare eder demiştim ama kasıyor. Youtube ise GO versiyonu yüklü. Aslında bu versiyon kayıt imkanı sunduğu için avantajlı gibi ama normal oynatmak için her seferinde fazladan &quot;oynat&quot;ı seçmek gerekiyor. Yani işte ne kadar ekmek o kadar köfte...
2021-10-02,5,Ürün güzel fakat YouTube kullanılmıyor. Sadece YouTube Go uygulaması var güncelleme geldiği zaman YouTube gözüktü fakat cihaz yeniden başlayınca tekrar gitti. Tuhaf ama çokta problem yapmıyorum KPSS videoları izlemek için almıştım her türlü işimi görüyor. Tavsiye olarak 16 değil en az 32 gb alınmasını önerebilirim.
2022-04-18,4,Ürün güzel kullanışlı 5 yaşındaki yeğenim için aldım tek sorun YouTube direk girmiyor YouTube go kullanmak zorunda kalıyorsunuz o da hep onay istiyor tek yıldızı kırma sebebim o
2021-10-27,5,Tablet almak isteyenlere kesinlikle tavsiyemdir.cocuklariniz sadece video yada oyun için kullanacaksa pahalı tablet almak gerek yok.bu tablet işinizi görür
2022-04-17,4,Cihazı teslim alalı 3 gün oldu. Klavye ve kalem ile birlikte geldi. Fiyat performans değerlendirmesi yaptığımda oldukça memnunum. Aynı özelliklerde klavye ve faresi samsung cihaz alsam 2 katı ücret ödeyecektim. Cihazı ilk açtığımda güncellemeleri henüz yapmadığımız klavye düzgün çalışmıyordu. Güncellemelerden sonra sorunsuz hale geldi. Tek puanı yüz tanıma özelliğinin çok verimli çalışmamasından kırdım.
2022-04-14,5,Satıcıya Teşekkür ederim pazartesi günü speriş verdim salı günü elime ulaştı  tablet güzel daha yeni deneyimliyoruz
2022-03-14,4,"Klavye, dokunmatik kalem, ekran görüntü kalitesi, küçük bir bilgisayardan farksız. 
Eksi yönü ekran uyanırken yüz algılama takılıyor, şifre soruyor."
2022-03-15,5,Tabletim elime sorunsuz bir şekilde ulaştı mükemmel bir tablet
2021-01-29,5,Ürün söz verildiği gün teslim edildi cihaz ambalaj hasarsız teslim edildi cihaz süper tavsiye edilebilir bu fiyata emsallerine taş çıkartır
2021-07-21,5,Tablet gayet başarılı fiyat performans ürünü.
2020-12-15,5,"Ürün çok temiz ve hızlı geldi. Bu yüzden mağaza ve Mng kargoya teşekkür ederim. Tableti kılıf, klavye, kulaklık, klavye ve tablet şarjlarıyla birlikte geldi. İnceledim hemen hemen tüm yüklediğim uygulamaları açtı film izlemek için ekran kalitesi fena değil, canlı. Fotoğraf çekmek için alınacak bir tablet değil tabi. Umarım alacağım aparatla da usb ve hdmı bağlanırsa tadından yenmez. Notebook taşırken zorlananlar için çok güzel bir alternatif"
2022-05-07,5,Güzel ürün iyi fiyat hediyeler icin pazaryon firmasına ayrıca teşekkürler hayırlı işler boyle firmalar olmalı e ticarette
2021-10-08,5,"fiyat - performans olarak çok iyi. kamerası güzel değil. her yer aşırı beyaz görünüyor. bunun dışında, blogger, youtube, işte satranç vb oyunlar, netflix gibi uygulamarı kullanmak için aldık gayet kullanışlı.

kendi klavyesi ve klavyeli taşınabilir kılıfı olması açısından büyük kolaylık sağlıyor."
2022-03-10,5,"Paketleme başarılı, kargo  hızlı. 
Aynı tabletten 3. alırım.  Fiyat performans yeterli."
2022-03-21,4,"Pakette kulaklıktan ekran koruyucuya kadar düşünülmüş, bu yönüyle çok iyi. Yanlız kameraları yetersiz. Bilhassa ön kamerası çok çok yetersiz."
2021-11-19,5,Gerçekten samimi bir şekilde söylüyorum çok donanımlı ve sağlam geliyor. Teşekkürler ÇELİK TEKNOLOJİ
2021-05-04,4,Fiyatına göre harika bir ürün. Android 10 ile gelmesi çok iyi. Çok yüksek bir performans beklenmemeli ama günlük kullanımda gayet memnun ediyor
2020-06-27,4,"bu tableti 2 haftadır kullanıyorum tableti buradan satın almadım ancak sizler izlenimlerimi belirtmek isterim. tabletin beğendiğim özelliği iki yan tarafında da hoparlörlerin ses kalitesi gerçekten çok başarılı,uygulama geçişleri ve uygulama açılışları hızlı ve kamerasıda bence başarılı bu tableti altında destek koymadan rahatlıkla yan olarak kullanabiliyorsunuz ancak bu tabletten sadece videoları veya filmleri yan kullanabiliyorsunuz mesela blutv uygulamasını açtığınızda yan dönmüyor film açtığınız ancak yan dönüyor (Youtube uygulaması hariç)  play store bulunan pek çok uygulama yan kullanıma ve hatta bazı uygulamalar ekran boyutuna göre bile optimize değil  mecbur dik çevirmeniz lazım bu bence tabletin özelliğine göre büyük eksiklik."
2021-05-14,5,"Merhabalar şu an tabletten yazı yazıyorum . Ergonomisi harika , daha önce Samsung Galaxy wiew , Samsung note pro iPad mini kullanan birisi olarak fikirlerini kısaca yazayım . 

Kargo vs satış sonrası servis olayına girmeyeceğim için daha önce okuduğum yorumları ve verilen 2 yıldızları 1 yıldızları düşünmeyin yada ne almak istediğini bilmeden tablet alanların verdiği Yorumlara da bakmayın . Çünkü almanızı geciktiriyor kararsız kalıyorsunuz.

Tabletin ergonomisi harika çok beğeneceksiniz ve 10 liralık tabletlerden daha rahat ergonomik kullanımı var . Tutma yerleri standı tamamen bir tasarım başarısı . 

Ses sistemi ise aklınızı alabilecek ve çok keyif alacağınız bir ses sistemi ses bombası kullanmanıza gerek yok eğer kulakları patlatır şekilde müzik dinlemiyorsaniz.

Wifi çekimi gayet güzel sorunsuz
Dokunmatik başarılı ve iyi çalışıyor 
Amoled ekran IPS ekran farkını pek hissetmedim .
Kamerası yeterli bir kamera maymun iştahlı değilseniz. 
Geçişler hızlı 

Film keyifli izleniyor, internette rahat dolaşıyorsunuz, 
KOZMETİGİ ERGONOMİSİ MUHTESEM .

kusur bulmayı meslek olarak belirlediyseniz tamamen kusursuz tabletlere 10 bin lira verin. Kusurları belki tabletin vardır ama 2 günlük yoğun kullanımda karşıma herhangi bir kusur çıkmadı yada üzmedi .

Oyun rahat oynanıyor. 
Bluetooth gayet iyi .

2 adet tablet aldım burdan Samsung s6 life ve lenova yoga ikiside güzel ama kullanım rahatlığı olarak diğer tablete bakmıyorum fazla lenova güzel bence alın gitsin olumsuz yarumlar çok kafamı karıştırmisti o yüzden başkası da kafası karışmasın diye yazdım ."
2020-12-17,5,Almadan çok araştırmıştım. Bu fiyata alınabilecek en iyi tablet. Ben kızım derslerini takip etsin diye ve kendin de mail ve sosyal medya hesaplarımın takibi için kullanmayı planlamıştım. Öncelikle ambalajı çok güzel. Tableti elinize aldığınızdan itibaren kalite kendini hissettiriyor. Arkasındaki dayama aparatı beni korkutmuştu kırılabilir diye. Ama metal den yapılmış bu ayak çok sağlam ve üstüne çıkmazsanız kırılacak gibi değil. Açıları da kullanım için 3 kademe olarak ayarlanmış ve çok kullanışlı. Ses e gelince jbl ve dolby kalitesi kendini gösteriyor. Film ve müziklerde çok keyifli ve temiz ses. Oyun oynamıyoum. Şarj süresi için birşey diyemeyeceğim henüz alalı 2 gün oldu. Günde 4 saat kullanımla %25 de. Hiç şarj etmedim. 2 A Lik bir şarj ünitesi ile geldi. Pişman olmazsınız F/P süper.
2020-11-30,5,"Tasarım olarak, malzeme kalitesi olarak, performans olarak çok güzel ve iyi, kamera tablete göre iyi, açılır kapanır ayak iyi düşünülmüş, sesi iyi, arayüz iyi, yandan çıkan kalem menüsü iyi, genel olarak benden olumlu not aldı, fakat kargolama ya dikkat etmelerini tavsiye ediyorum, karton kutunun içine tableti kutusu ile konmuş ama içindeki boşluğu gidermek için birşey konmamış, kargocuların kargoları sallayıp attığını göz önünde tutarak paketlemeye dikkat etmeliler"
2020-09-14,5,Ürünü uzaktan eğitim için tercih ettim. Birçok siteden ve bulunduğum şehirden araştırma yaptım. İyi ki almışım dediğim bir ürün ses sisteminde jbl kalitesi kendini çok net gösteriyor.Eba ve Zoom dan derslerimize çok rahat giriyoruz. Çocuklar oyunlarını istediği gibi giriyor ve hızı çok çok iyi. Ben kendi işlerimide çok rahat hallediyorum. Kesinlikle ürünü tavsiye edebilirim.
2020-10-08,5,evde ders için tablet bakıyordum çok kararsız ve çok araştıran biriyim çok araştırdım en çok asus almak istedim bulamadım samsung s6 lite tablete mağaza da çok baktım dış görünüş olarak ısınamadım çok kaliteli his vermedi benim için dış görüntü kalitesi de önemli bilindik başka bir marka olmadığı için alacaktım ama lenovo yoga ya denk geldim canlı görme şansım olmadı hepsiburada satışa çıkardı alimmi derken aldım lenovo ya da internette çok baktım video ları na bugün geldi inanın tableti elinize aldığınızda çok kaliteli çok güzel bir tarasım ürün tutuyor oluyorsunuz bu kaliteyi samsung da hissetmedim samsung ve lenovo özelliklerine baktım ikisi de aynı artı eksi ne derseniz samsung artısı yanında kalem vermesi ihtiyaca bağlı kişiye özel ihtiyaç kalem benim pek ihtiyacım olmadığı için o artı benim için çok önemli olmadı lenovo artısı ekranın ıps olması çok net bir ekranı var birde aradaki fark işlemci markası çok aktif kullanan lar için yani oyun anlamında ağır oyun yüklemek isteyenler için biraz fark olabilir ama ders yapma internet te dolaşma anlamında lenovo yeterli olur bence kısacası tasarımı benim çok hoşuma gitti benim tercihim lenovo oldu iyiki olmuş
2021-04-01,5,"Ürünü 24 marttan beri kullanıyorum. + Hoparlör başarılı. Bazı arkadaşlar ses boğuk geliyor demiş. Dolby atmos kapatın sorun kalmayacaktır. Zoom dan giriş yapıp derslere girebiliyorum. Kamera idare eder. Netflix i bilmiyorum ama amazon prime video sorunsuz çalışıyor. Word vb programları indirdim ve sorunsuz çalışıyor sıkıntı yok. Office programları,  zoom dan ders dinleme ve film ,müzik icin ideal bir tablet. Logitech k240 siyah sarı klavye fare seti aldım. Sorunsuz kullanıyorum bilgisayar da yapacaklarımı yapabiliyorum. - Usb girişi yok. Usb li fare klavye aldım ve mecburen usb dönüştürücü de aldım. Oyun için ideal değil. Pubg sıkıntılı brawl stars ise oynaması zor. Oyun zevkiniz benimki gibi ise almayın. Uzun lafın kısası derslere rahat girmek ve ödev yazmak için bilgisayar yerine alabileceğiniz ürün ve arkadaki aparatı cidden çok çok iyi"
2021-08-19,5,"Ürünü birkac gündür kullanıyorum. Genel hatları ile çok olumluyum. Kullanımı keyifli, klavye olarak da ayak sayesinde muazzam çalışıyor. Ses kalitesi ve yüksekliği gayet yeterli. Oyun oynamak isteyenler bu tableti almasın derim. Üzülürler. Ekran kalitesi fena değil fakat beni yeterince tatmin etmedi. Ekran maksimum ışığı da çok yeterli değil. Genel tablet kullanımı için yeter elbette ama ışıklı ortamda kullananlar çok beğenmeyebilir. Deneyim genel olarak keyifli ve fiyatına göre sağlam bir cihaz. Zaten önce çıkma sebebi hoparlör ve ayak sistemi. Eğer bunlar olmasaydı da alırdım diyemem. 2 adet daha iyi model var bence piyasada. Fakat kalitei duran, artistik ve şık bir tablet arayanlar, benim gibi ayağına çok önem verenler kesinlikle alsın derim.

Ek olarak; aşırı yavaş şarj oluyor. Kutudan neden daha iyi bir adaptör çıkmadi anlamadım. Bu konuda eksik buluyorum."
2020-11-30,5,"Aldığımızın ertesi günü elimize ulaştı paketleme , ürün tek kelimeyle harika çok memnun kaldık şiddetle tavsiye ederim özellikle ekran kalitesi ve sesi muhteşem"
2021-01-22,4,Yaklaşık 10 gündür canlı derslerinde kullanıyorum. Hız anlamında ihtiyaci karşılıyor. Uygulamalar arasında geçişi de hızlı. Ses kalitesi tablete göre çok iyi diyebilirim. Sarj süresi  de gayet makul.Bir tek sıkıntı uygun kılıf bulamıyorum.
2020-10-15,4,"Ben cihazı aldığımda hiç yorum yoktu. S38 den farkı bunun işlemcisi mt8168 2ghz ve android 10 var. Ekran ips olsada renkler çok canlı değil, dokunmatik iyi. Ses çıkışı yeterli. Kutusundan 1.5A şarj aleti, kulaklık, micro usb yi normal usb ye çeviren dönüştürücü çıkıyor. Klavye mause haricî bellek falan takılabilir. Pil normal hatta biraz çabuk tükeniyor diyebilirim. Ekran koruyucu film hazır geliyor üstünde. Ama fiyatına göre iyi bir cihaz. Ee bi yerde her şey ne kadar ekmek o kadar köfte kapısına çıkıyor. Umarım faydalı olabilmişimdir."
2021-12-04,5,Bir günde geldi güzel paketlenmiş hasarsız ulaştı ürün cok güzel tavsiye edilir ürün özellikleri zaten yazıyor fiyatına göre cok iyi
